Select,+,Result #,X,1,2,3,4,5,Document ID,Date Published,Family ID,Pages,Title,CPCI,CPCA,Inventor,Assignee,Application Number,Filing Date,Primary Examiner,Assistant Examiner,OR,XREF,Applicant Name,Notes,Notes/Tagged,Relevancy,C
checked,,425,,,,,,,US 12169252 B2,12/17/2024,76209010,31,Pulse energy plan for light detection and ranging (lidar) devices based on areas of interest and thermal budgets,G01S7/497;G01S7/4817;G01S7/4863;G01S17/42;G01S7/4815;G01S17/931;G01S7/484,,Droz; Pierre-Yves et al.,Waymo LLC,18/334039,6/13/2023,Alam; Mirza F,,1-Jan,,Waymo LLC,,,6.0433435,
checked,,426,,,,,,,US 12174324 B2,12/24/2024,81848913,13,In-situ sensor calibration for autonomous vehicles,G01S17/93;G01S17/89;G01S17/86;G01S17/87;G01S7/4972;G06T7/50;G06T7/80;G01S7/497,G06T2207/10028;G06T2207/30252,Braley; Colin Andrew et al.,Waymo LLC,17/115705,12/8/2020,Xiao; Yuqing,Noel; Jempson,1-Jan,,Waymo LLC,,,6.286212,
checked,,427,,,,,,,US 12175767 B2,12/24/2024,85792066,24,End-to-end object tracking using neural networks with attention,G06V20/58;G06V10/82;G06V10/62;G06T7/20,B60W2420/403;B60W60/001;G06T2207/20084;G06T2207/10028,Yu; Ruichi et al.,Waymo LLC,17/715838,4/7/2022,Hilgendorf; Dale W,,1-Jan,,Waymo LLC,,,6.373069,
checked,1,428,,,,,,,US 12179749 B2,12/31/2024,60892758,26,Method and vehicle for responding to a lane blocking object,B60W30/18145;G08G1/167;B60W60/0017;B60W60/0011;B60W30/09;B60W60/00274;B60W50/0097;B60W30/18163;B60W30/18154;G05D1/0289,B60Q1/346,Fairfield; Nathaniel et al.,Waymo LLC,18/243319,9/7/2023,Refai; Ramsey,,1-Jan,,WAYMO LLC,,,6.2273,
checked,1,429,,,,,,,US 12181886 B2,12/31/2024,70279141,23,Controlling vehicles through multi-lane turns,G05D1/0231;G05D1/65;B60W30/165;B60W60/0011;B60W30/18159;G05D1/0088;G05D1/0221;B60W60/00,B60W2556/50;B60W2720/24;B60W2520/10;B60W2400/00;G05D2101/10;B60W2556/10;B60W2555/60;B60W2552/53;B60W30/18145;G05D1/0274;B60W2420/403;B60W2552/05;B60W2420/408,Russell; Jared Stephen et al.,Waymo LLC,17/336938,6/2/2021,Bendidi; Rachid,,1-Jan,,Waymo LLC,,,6.2346582,
checked,1,430,,,,,,,US 12179798 B2,12/31/2024,75845565,25,Tree policy planning for autonomous vehicle driving solutions,B60W60/00274;B60W60/0011;B60W60/0016;G08G1/166;B60W50/0097,B60W2554/4044;B60W2554/4041;B60W2556/10;B60W2554/4042;B60W2552/53;B60W2556/50,Russell; Jared Stephen et al.,Waymo LLC,17/132806,12/23/2020,Sood; Anshul,Ho; Matthew,1-Jan,,WAYMO LLC,,,6.377531,
checked,1,431,,,,,,,US 12181607 B2,12/31/2024,76546075,35,Systems and methods for occlusion detection,G06V20/56;G06V10/141;G01S7/497;G06T7/246;G01S17/89;G01S7/4817;G01S17/931;G01S17/86,G01S2007/4977;G01S2007/4975;G06T2207/10048;G06T2207/10016,Watson; Jason et al.,Waymo LLC,17/134283,12/26/2020,Hellner; Mark,,1-Jan,,Waymo LLC,,,6.286212,
checked,1,432,,,,,,,US 12181878 B2,12/31/2024,81258316,29,Velocity estimation and object tracking for autonomous vehicle applications,G01S7/4817;G05D1/0212;G01S17/87;G01S17/931;G01S17/66;G01S17/58;G05D1/689;G01S7/4808;G05D1/0094;G05D1/0088;G01S17/42;G01S17/34;G01S7/4802;G01S7/539;G01S17/89,,Chen; Mingcheng et al.,Waymo LLC,16/949275,10/22/2020,Gort; Elaine,Ramirez; Ellis B.,1-Jan,,Waymo LLC,,,6.0726986,
checked,1,433,,,,,,,US 12181873 B2,12/31/2024,84724236,20,Mass distribution-informed optimization for autonomous driving systems,G05D1/0276;B60W40/13;B60K28/08;B60W50/029;G05D1/0223;B60W50/14;G05D1/0248;G05D1/0227;G05D1/0088;B60W50/0205;G05D1/65;G05D1/43;G05D1/644,B60W2040/1315;B60W2720/106;B60W2720/10;B60W2050/143;B60W2720/125;B60W2040/1307;B60W2050/021,Switkes; Joshua P et al.,Waymo LLC,17/364277,6/30/2021,Sood; Anshul,Ho; Matthew,1-Jan,,Waymo LLC,,,6.1476135,
checked,1,434,,,,,,,US 12187320 B2,1/7/2025,51687337,20,Mapping active and inactive construction zones for autonomous driving,B60W60/00184;B60W10/20;G01C21/3815;G05D1/247;G05D1/00;G06V20/582;B60W30/00;G01C21/3407;G01C21/26;G05D1/0276;B60W60/0053;B60W10/04;G06V20/588;B60W30/143,B60W2710/20;B60W2720/106;G05D1/0257;G05D1/0236;G01S19/42;G01S2013/9316;G05D1/249;G05D1/0246;G05D1/0255,Ferguson; David I. et al.,Waymo LLC,17/678164,2/23/2022,Whittington; Jess,Baajour; Shahira,1-Jan,,Waymo LLC,,,6.1053915,
checked,,435,,,,,,,US 12187141 B2,1/7/2025,52739391,22,Contactless electrical coupling for a rotatable LIDAR device,H02J50/10;G01S7/4817;B60L8/003;B60L50/40;B60L50/30;B60L53/12;B60L7/12;B60L50/16;B60L3/0015;H02J50/80,Y02T10/7072;G01S17/931;G01S7/003;Y02T10/64;Y02T90/16;B60L2240/622;B60L2240/18;Y02T10/72;B60L2240/12;B60L2240/16;Y02T90/14;B60L2240/20;G01S17/42;B60L2240/421;B60L2240/461;B60L2240/441;Y02T10/70,Lenius; Samuel William et al.,Waymo LLC,18/461646,9/6/2023,Cavallari; Daniel,,1-Jan,,Waymo LLC,,,6.345049,
checked,1,436,,,,,,,US 12187268 B2,1/7/2025,54352690,23,Consideration of risks in active sensing for an autonomous vehicle,B60W60/0016;B60W30/18163;B60W30/08;B60W30/00,B60K35/28;B60W2554/00;B60W2520/18;B60W2556/50;B60W2554/806;B60W2520/125;B60K2360/175;B60W2554/4029;B60W2420/408;B60W2420/403;B60W2520/14;B60W2420/50;B60W2520/16;B60W2900/00;B60W2554/4041;B60W2420/10;B60W2540/12;B60W2420/54;B60W2554/20;B60W2540/14,Teller; Eric et al.,Waymo LLC,17/898009,8/29/2022,Nolan; Peter D,Huynh; Luke,1-Jan,,Waymo LLC,,,6.173177,
checked,1,437,,,,,,,US 12190463 B2,1/7/2025,82705016,18,Synthesizing three-dimensional visualizations from perspectives of onboard sensors of autonomous vehicles,G06T19/20;G06T7/593;G06T7/33;G06T19/006;G06T15/20;G06T7/20,G06T2207/10016;G06T2207/30252;G06T2200/32;G06T2219/2016;G06T2207/30241;G06T2207/10028,Cower; Dillon et al.,Waymo LLC,18/158740,1/24/2023,Gray; Ryan M,,1-Jan,,Waymo LLC,,,6.198945,
checked,1,438,,,,,,,US 12190735 B2,1/7/2025,84489654,19,Testing a scheduling system for autonomous vehicles using simulations,G08G1/127;G08G1/202;B62D6/00;G06F30/20,G06F2119/02;B62D15/025,Butler; Cindy Cao,Waymo LLC,17/354395,6/22/2021,Tissot; Adam D,Silva; Michael T,1-Jan,,Waymo LLC,,,6.216815,
checked,,439,,,,,,,US 12187314 B2,1/7/2025,86500652,27,Operational response model based on operational parameters,B60W60/0013;B60W50/0097;B60W10/04;B60W10/18,B60W2555/20;B60W2520/16;B60W2520/105;B60W2530/205;B60W2050/0031;B60W2520/18;B60W2530/10;B60W2520/125,Yoon; Kevin et al.,Waymo LLC,17/457128,12/1/2021,Figueroa; Jaime,Cameron; Atticus A,1-Jan,,Waymo LLC,,,6.1551714,
checked,1,440,,,,,,,US 12189024 B1,1/7/2025,94176096,25,Methods and systems for real-time automotive radar sensor validation,G01S7/4021;G01S13/87;G01S13/89;B60W30/08;G01S13/931;G01S13/42,G01S2013/93273;G01S2013/93274;B60W2420/408;G01S13/582;G01S13/584,Fina; Michael,Waymo LLC,17/246951,5/3/2021,Magloire; Vladimir,Guyah; Remash R,1-Jan,,Waymo LLC,,,6.1409836,
checked,,441,,,,,,,US D1056743 S,1/7/2025,,16,Sensor assembly,,,Wang; Zhaokun,Waymo LLC,D/948496,6/21/2024,Hill; Keli L,Sahneh; Sara S,D10/70,,Waymo LLC,,,6.3384104,
checked,,442,,,,,,,US D1056730 S,1/7/2025,,9,Sensor assembly,,,Wang; Zhaokun,Waymo LLC,D/959986,8/28/2024,Hill; Keli L,Sahneh; Sara S,D10/74,D10/46,Waymo LLC,,,6.1476135,
checked,,443,,,,,,,US 20250013231 A1,1/9/2025,57046607,24,Remote Assistance for an Autonomous Vehicle in Low Confidence Situations,G05D1/0027;G05D1/0038;G05D1/0088;G05D1/0044,B60W2556/45;H04L67/12;B60W2050/0215;B60W2556/20,Fairfield; Nathaniel et al.,,18/889024,9/18/2024,,,1-Jan,,Waymo LLC,,,6.5952444,
checked,2,444,,,,,,,US 12197215 B1,1/14/2025,45890508,16,System and method of providing recommendations to users of vehicles,G01C21/3617;B60T8/00;G05D1/0055;G05D1/0212;G06T7/74;B60R1/23;G01S17/931;G06T7/20;B60W60/0013;G07C9/00563;G05D1/021;B60T8/885;G05D1/0214;B60W40/06;G06Q30/02;B60W50/14;G06T7/231;G06V20/58;B60T17/18;G06T7/223;G06T7/521;B60T8/17;G06V20/64;G05D1/0088;G05D1/81;G05D1/0276;B60T17/221;B60R1/00;G01S17/86;G06Q40/08;B60W30/08;G06Q10/02;G06Q30/0207;B60T7/22,B62D6/00;B60R2300/30;G05D1/024;B60T2210/32;B60W2556/50;B60T2270/406;B60T2201/022;G05D1/0257;G05D1/0274;G06T2207/30236;G05B2219/2637;G06V20/56;G01S13/865;G06T2207/10028;B60W30/186;B60W2540/30;B60W2420/408;G01S13/867;G05D1/0278;G05D1/0246;G06T2207/30261;G06T2207/30252;G06V20/588;B60W2420/403;B60W2555/60;G06T2207/10004;B60W2540/043;G06V10/255;B60W2556/10;B60W2050/0292;B60W2552/05,Urmson; Christopher Paul et al.,Waymo LLC,17/677424,2/22/2022,Weisenfeld; Aryan E,Arellano; Paul W,1-Jan,,Waymo LLC,,,6.445203,
checked,1,445,,,,,,,US 12196878 B2,1/14/2025,55400337,25,Methods and systems for vehicle radar coordination and interference reduction,G01S13/325;G01S13/08;G01S15/08;G01S7/0233;G01S13/345;G01S17/08;G01S17/931;G01S7/4008;G01S13/347;G01S7/0234;G01S13/931;G01S7/023;G01S7/0236;G01S7/0232;G01S7/003;G01S15/931,G01S2013/9316;G01S7/4013;G01S13/865;G01S13/867;G01S13/343,McCloskey; Edward Daniel et al.,Waymo LLC,17/647669,1/11/2022,Windrich; Marcus E,,1-Jan,,Waymo LLC,,,6.173177,
checked,1,446,,,,,,,US 12196884 B2,1/14/2025,57016402,31,Long range steerable LIDAR system,G01S17/87;G01S17/86;G01S17/931;G01S7/4802;G01S7/4817,G01S2013/93274;G01S2013/93273;G01S2013/93272;G01S2013/93271,Droz; Pierre-yves et al.,Waymo LLC,17/366768,7/2/2021,Ratcliffe; Luke D,,1-Jan,,Waymo LLC,,,6.2980375,
checked,,447,,,,,,,US 12198552 B1,1/14/2025,60674664,33,Occupant facing vehicle display,G08G1/015;G08G1/04;G06V20/58;B60K35/22;G08G1/0962;G08G1/017;B60K35/28;B60K35/81;G08G1/166;G01C21/36;G01C21/3697,B60K2360/166;B60K2360/175;B60K2360/48;B60K2360/179;B60K2360/16,Chan; Min Li et al.,Waymo LLC,18/222831,7/17/2023,"Redhead, Jr.; Ashley L",,1-Jan,,Waymo LLC,,,6.2346582,
checked,1,448,,,,,,,US 12197213 B2,1/14/2025,70458091,17,Systems for implementing fallback behaviors for autonomous vehicles,G05D1/0223;G05D1/0088;G05D1/0077;G05D1/0212;G05D1/646;G05D1/87;B60W60/00186;G05D1/65;G05D1/81;B60W50/023,B60W2050/0215;B60W2552/05;B60W2050/0292,Chi; Emily et al.,Waymo LLC,18/196486,5/12/2023,Sweeney; Brian P,,1-Jan,,Waymo LLC,,,6.0433435,
checked,1,449,,,,,,,US 12200337 B2,1/14/2025,81385450,19,Flexure amplified piezo actuator for focus adjustment,H02N2/043;H04N23/54,,Sharma; Shashank,Waymo LLC,18/311577,5/3/2023,Haliyur; Padma,,1-Jan,,Waymo LLC,,,6.32049,
checked,,450,,,,,,,US 12195013 B2,1/14/2025,83194544,14,Evaluating multi-modal trajectory predictions for autonomous driving,B60W50/0097;B60W60/0027;G06N20/00,G06N3/02,Ettinger; Scott Morgan et al.,Waymo LLC,17/691058,3/9/2022,Khatib; Rami,,1-Jan,,Waymo LLC,,,6.2273,
checked,1,451,,,,,,,US 12195046 B2,1/14/2025,84724032,20,Handling maneuver limits for autonomous driving systems,B60W40/10;B60W60/001;B60W40/107;B60W60/0015;B60W60/0011;B60W60/00186;B60W40/109,B60W2552/30;B60W2520/14;B60W2556/10;B60W2510/18;B60W2530/10;B60W2050/0031;B60W2300/145,Switkes; Joshua P et al.,Waymo LLC,17/364289,6/30/2021,Cass; Jean Paul,Matta; Alexander George,1-Jan,,Waymo LLC,,,6.1551714,
checked,,452,,,,,,,US 12196843 B2,1/14/2025,85800211,29,Methods and systems for radar waveform diversity,G01S13/42;G01S13/325;G01S7/023;G01S13/524;G01S13/931;G01S7/0234;H04J13/12;G01S13/282;G01S7/003;G01S13/89;G01S13/284,H04J13/18;G01S2013/93273;H04B2001/6912,Ma; Philip et al.,Waymo LLC,17/804240,5/26/2022,Gregory; Bernarr E,,1-Jan,,Waymo LLC,,,6.1053915,
checked,,453,,,,,,,US 20250022143 A1,1/16/2025,94211377,25,OBJECT TRACKING ACROSS A WIDE RANGE OF DISTANCES FOR DRIVING APPLICATIONS,G05D1/021;G06V20/58;G06V10/25;G06V20/56;G01S17/931;G06T7/20;G06V10/82;G06T7/246;G01S17/89;G01S17/86;G06V10/44,G06T2207/20081;G06T2207/10028;G06T2207/20084;G06T2207/30252;G06T2207/10016;G06V2201/07;G06T2207/20132,Li; Qinru et al.,,18/221577,7/13/2023,,,1-Jan,,Waymo LLC,,,6.791054,
checked,,454,,,,,,,US 12204333 B2,1/21/2025,70551433,23,Verifying predicted trajectories using a grid-based approach,B60W30/0956;B60W50/0097;G05D1/617;G06N3/08;G05D1/0088;B60W60/0015;B60W30/0953;G05D1/0214;B60W60/0027;G05D1/81;G05D1/0221,B60W2554/402;B60W2554/4042;G05D1/65;B60W2554/4043;G05D1/0223;B60W2554/40,Refaat; Khaled et al.,Waymo LLC,17/191491,3/3/2021,Nguyen; Cuong H,,1-Jan,,Waymo LLC,,,6.173177,
checked,,455,,,,,,,US 12206406 B2,1/21/2025,72664012,19,Systems and methods for selecting light emitters for emitting light,H05B47/115;H03K17/969;H03K17/04123,H05B45/00;Y02B20/40,Droz; Pierre-yves et al.,Waymo LLC,18/311505,5/3/2023,Wells; Kenneth B,,1-Jan,,Waymo LLC,,,6.34929,
checked,1,456,,,,,,,US 12204969 B2,1/21/2025,77857233,26,Automatic labeling of objects in sensor data,G06V20/58;G01S17/89;G06V30/19007;G06V10/774;G09F3/0291;H04W4/026;G01S7/4802;G06V30/1908;H04W4/38;G06K19/067;H04W4/44,,Thorsen; Justin et al.,Waymo LLC,17/893376,8/23/2022,Kelly; Rafferty D,,1-Jan,,WAYMO LLC,,,6.5449643,
checked,1,457,,,,,,,US 12205379 B2,1/21/2025,85153652,26,Pedestrian countdown signal classification to increase pedestrian behavior legibility,G06V20/58;B60Q1/507;G06V10/82;G06V20/588;B60Q1/547;G06V10/454;B60Q5/005;B60Q1/5037,,Fiedler; Ingrid et al.,Waymo LLC,17/879857,8/3/2022,Kassa; Yosef,,1-Jan,,Waymo LLC,,,6.187685,
checked,1,458,,,,,,,US 12211287 B2,1/28/2025,64272440,18,Camera systems using filters and exposure times to detect flickering illuminated objects,G06V10/147;G06T7/593;B60W30/095;G05D1/0212;G05D1/646;G06V20/584,G01C21/3602,Wendel; Andreas et al.,WAYMO LLC,17/729483,4/26/2022,Sherali; Ishrat I,,1-Jan,,Waymo LLC,,,6.373069,
checked,,459,,,,,,,US 12210207 B2,1/28/2025,75161907,17,Lens retainer ring with compliant element,G02B7/021;G02B7/026;G02B7/028,,Last; Matthew et al.,Waymo LLC,17/841010,6/15/2022,Wilkes; Zachary W,,1-Jan,,Waymo LLC,,,6.1476135,
checked,1,460,,,,,,,US 12210947 B2,1/28/2025,78817641,33,Road condition deep learning model,B60W40/06;G05D1/249;B60W60/0015;G05D1/0231;G05D1/0255;G06N20/00;G05D1/0257;G05D1/247;G06N3/045;G06N3/08,B60W2420/403;B60W2420/54;B60W2420/408;B60W2555/20,Zhou; Xin et al.,Waymo LLC,18/238741,8/28/2023,Karimi; Pegeman,,1-Jan,,Waymo LLC,,,6.377531,
checked,,461,,,,,,,US 12211269 B2,1/28/2025,81307964,17,Time-line based object tracking annotation,G06V10/7788;G06V10/255;G06V10/62;G06V20/20;G06V20/49;G06V20/41;G06N20/00,,Shen; Yulai et al.,Waymo LLC,17/314925,5/7/2021,Lefkowitz; Sumati,Sorrin; Aaron Joseph,1-Jan,,Waymo LLC,,,6.345049,
checked,,462,,,,,,,US 12210171 B2,1/28/2025,82023372,12,Combined collimation and diffuser lens for flood illuminator,G02B27/0927;G02B1/04;G02B5/0205;G02B5/0278;G02B27/095;G02B1/11;G02B3/08;G01S17/931;G01S7/4814;G01S17/08,G02B1/041;B60W2420/408;B60W60/00,Brickner; Michael et al.,Waymo LLC,17/125140,12/17/2020,Ratcliffe; Luke D,,1-Jan,,Waymo LLC,,,6.0433435,
checked,1,463,,,,,,,US 12217168 B2,2/4/2025,75908226,15,Agent trajectory prediction using vectorized inputs,G06V10/82;G06V20/56;G08G1/0133;G08G1/04;G01C21/3848;G06N3/044;G06N3/08;B60W60/0027;G06N3/084;G06N3/045;G08G1/0112;G08G1/0141;G08G1/166;G06T7/246;G06N3/048,G05D1/0088;G06T2207/20081;G06T2207/30236;G06T2207/20084;G06T2207/30232;H04W4/44;G06T2207/30241;G05D1/227,Gao; Jiyang et al.,Waymo LLC,17/099656,11/16/2020,Nolan; Peter D,Ning; Peter Y,1-Jan,,Waymo LLC,,,6.2346582,
checked,1,464,,,,,,,US 12216231 B2,2/4/2025,76547604,21,Systems and methods for data communication via a rotary link,H04L5/0007;G01S7/4813;H04B5/24;G01S17/003;G01S7/4812;G01S7/4817;G08C17/02;G01S7/003;G01S17/931;H04W4/38;H02J50/10,,Qin; Youming et al.,Waymo LLC,17/103220,11/24/2020,Perez; Angelica,,1-Jan,,Waymo LLC,,,6.0726986,
checked,1,465,,,,,,,US 12214807 B2,2/4/2025,84104441,25,Arranging trips for autonomous vehicles based on weather conditions,G08G1/202;G08G1/096775;G08G1/096725;G08G1/096883;B60W10/30;G01C21/3492;G06Q10/04;B60W60/00253;G08G1/096827;G01C21/3438;G08G1/0133;B60H1/00771;G01C21/3691;G08G1/0112;G01C21/3661;G01P1/00;B60H1/00357,B60W2555/20;B60W2530/00;B60W2556/45;B60W2556/50;B60W2540/215,Vora; Mishika,WAYMO LLC,17/324334,5/19/2021,Khatib; Rami,Allen; Paul,1-Jan,,Waymo LLC,,,6.373069,
checked,,466,,,,,,,US 12214802 B1,2/4/2025,94391935,26,Augmenting point cloud data with artificial return points,B60W60/0011;G01S17/931;G01S17/89,B60W2554/40,Shotan; Gil,Waymo LLC,17/864181,7/13/2022,Lang; Michael D,,1-Jan,,Waymo LLC,,,6.1053915,
checked,1,467,,,,,,,US 12216474 B1,2/4/2025,94391996,23,Vibrometry-based behavior prediction for autonomous vehicle applications,G01S7/4802;G05D1/242;G08G1/052;G08G1/0125;G05D1/0221;G01S17/58;G05D1/0255;B60W60/00;G01S17/931;G06N20/00,G05D2107/13;G05D2109/10;G05D2111/17,Armstrong-Crews; Nicholas et al.,Waymo LLC,17/302486,5/4/2021,Burgess; Marc,Holman; John D,1-Jan,,Waymo LLC,,,6.1551714,
checked,,468,,,,,,,US 20250042431 A1,2/6/2025,92212662,21,PRIVACY-RESPECTING DETECTION AND LOCALIZATION OF SOUNDS IN AUTONOMOUS DRIVING APPLICATIONS,G10L15/20;G01S5/20;G01S3/8006;B60W60/001;G10L21/0272;G10L15/08;G10L25/51;G01S3/8083;G10L15/22;G10L21/06,G10L2021/02166;G10L15/00;B60W2554/80;G08G1/0965;B60W2420/54;B60W2554/4042;G10L2015/223;G08G1/166;B60W2420/00;G06F21/6245,Liu; Samuel et al.,,18/229932,8/3/2023,,,1-Jan,,Waymo LLC,,,6.610613,
checked,,469,,,,,,,US 12223778 B2,2/11/2025,64999553,32,Methods and systems for providing remote assistance to a stopped vehicle,G05D1/225;B60W30/00;G05D1/0044;G05D1/692;G05D1/0027;G05D1/2247;B60W60/0025;G05D1/0038;G07C5/008,B60W2050/146;B60W2520/04;B60W2420/403;B60W2540/215;B60W2556/45,Dolgov; Dmitri et al.,Waymo LLC,17/143706,1/7/2021,Wallace; Donald J,,1-Jan,,Waymo LLC,,,6.2980375,
checked,,470,,,,,,,US 12221118 B2,2/11/2025,80053720,20,Knowledge distillation for autonomous vehicles,G06N3/006;G06N20/00;B60W50/0098;G06N3/084;G06F18/254;G06V20/597;G06N3/04;G06V20/56;G06N3/045;B60W60/00276;B60W60/0027;G06V10/82;B60W60/0017,B60W2540/22,Wang; Minfa et al.,Waymo LLC,17/013298,9/4/2020,Alharbi; Adam M,,1-Jan,,Waymo LLC,,,6.445203,
checked,,471,,,,,,,US 12228926 B1,2/18/2025,56234785,24,System and method for predicting behaviors of detected objects through environment representation,G08G1/166;G05D1/0257;G01S13/867;G01S17/931;G05D1/0248;G05D1/0088;B60W30/0956;G01S13/865;G01S13/931;G01S13/862,G01S2013/93274;G01S2013/932;G01S2013/93272;G01S2013/93271;G01S15/931;G01S2013/9322;G01S2013/93273;G08G1/096791;G08G1/16,Zhu; Jiajun et al.,Waymo LLC,17/672166,2/15/2022,Nguyen; Cuong H,,1-Jan,,Waymo LLC,,,6.173177,
checked,,472,,,,,,,US 12229972 B2,2/18/2025,81325540,19,Unsupervised training of optical flow estimation neural networks,G06N3/045;G06T3/18;G06T7/248;G06T7/174;G06N3/08;G06T5/77;G06T7/20,G06T2207/30252;G06T2207/20084;G06T2207/20081;G06T2207/20132,Maurer; Daniel Rudolf et al.,Waymo LLC,17/721288,4/14/2022,Bezuayehu; Solomon G,,1-Jan,,Waymo LLC,,,6.2346582,
checked,,473,,,,,,,US 12228683 B1,2/18/2025,89123548,22,Wireless power transfer via rotary link,G01S7/4861;G01S17/931;G01S7/4817;H02J50/80;H02J50/12,,Jones; Joshua et al.,Waymo LLC,18/498179,10/31/2023,Diao; M Baye,,1-Jan,,Waymo LLC,,,6.1409836,
checked,,474,,,,,,,US D1062498 S,2/18/2025,,14,Vehicle sign,,,Moon; Maria et al.,Waymo LLC,D/852832,9/9/2022,Kukella; Joseph,Wencl; Heather,D10/109.1,,Waymo LLC,,,6.3384104,
checked,,475,,,,,,,US 20250061806 A1,2/20/2025,73543962,28,Application Monologue for Self-Driving Vehicles,G08G1/123;G06Q50/40;G08G1/202;G08G1/0962;G08G1/133;H04W4/40,,Pandit; Salil et al.,,18/921520,10/21/2024,,,1-Jan,,WAYMO LLC,,,6.5952444,
checked,1,476,,,,,,,US 12233905 B2,2/25/2025,81379807,31,Classification of objects based on motion patterns for autonomous vehicle applications,B60W60/0011;G06V40/103;B60W60/0015;G06V40/10;G06V20/58;G06V20/584;G01S7/4808;G01S17/58;G01S7/4804,B60W2420/408;G01S17/931;B60W2554/4029;B60W2554/20,Armstrong-Crews; Nicholas et al.,Waymo LLC,17/087470,11/2/2020,Ingram; Thomas,Shaikh; Faris Asim,1-Jan,,Waymo LLC,,,6.32049,
checked,1,477,,,,,,,US 12235124 B2,2/25/2025,81658148,43,Reachability user experience interfaces for autonomous vehicles,G01C21/3438;G01C21/3682;G01C21/3617;G01C21/3694;G01C21/367,,Pandit; Salil et al.,Waymo LLC,18/228720,8/1/2023,Vorce; Amelia,Park; Kyle S,1-Jan,,WAYMO LLC,,,6.1409836,
checked,,478,,,,,,,US D1063982 S,2/25/2025,,7,Display screen or portion thereof with icon,,,Crandall; Peter et al.,Waymo LLC,D/803214,8/11/2021,Domino; Daniel J,,D14/489,,Waymo LLC,,,6.34929,
checked,,479,,,,,,,US D1063663 S,2/25/2025,,17,Sensor assembly,,,Newby; Joshua et al.,Waymo LLC,D/863233,12/16/2022,Davis; Antoine Duval,,D10/70,D10/65;D12/187,Waymo LLC,,,6.2346582,
checked,1,480,,,,,,,US 20250069506 A1,2/27/2025,81306728,22,IDENTIFYING PARKABLE AREAS FOR AUTONOMOUS VEHICLES,G06V20/586;G01C21/3841;G06N5/04;G06N20/00;G01C21/3822;G08G1/143,,Ng; Chi Yeung Jonathan et al.,,18/946349,11/13/2024,,,1-Jan,,Waymo LLC,,,6.6430326,
checked,,481,,,,,,,US 20250065921 A1,2/27/2025,94690070,18,INTERVENTION BEHAVIOR PREDICTION WITH CONTINUOUS CONFOUNDERS,B60W60/0027;B60W60/0011;B60W60/00274,,Refaat; Khaled et al.,,18/237384,8/23/2023,,,1-Jan,,Waymo LLC,,,6.7139254,
checked,,482,,,,,,,US 12243416 B1,3/4/2025,69645758,23,Vehicle location assistance using audible signals,G08G1/005;B60Q5/00;G05D1/0088;G08G1/202;G01C21/3438;G08G1/143;B60Q5/006;H04W4/40;B60Q5/005;G08G1/147,H04W4/02;H04W4/80;H04W4/024;H04W4/023,Rothenberg; Juliet et al.,Waymo LLC,18/206115,6/6/2023,"Tweel, Jr.; John A",,1-Jan,,Waymo LLC,,,6.1409836,
checked,,483,,,,,,,US 12240499 B2,3/4/2025,74679513,21,Detecting potentially occluded objects for autonomous vehicles,B60W50/0097;G06V20/58;G05D1/0088;G05D1/65;B60W30/146;G06V10/273;G05D1/0223;G05D1/622;B60W30/18154;G06V40/103;B60W60/0027;B60W60/0017;G08G1/166,B60W2720/10;B60W2554/4029;B60W2554/00;B60W2552/53,Iglesias; Jennifer,Waymo LLC,18/234587,8/16/2023,Zanelli; Michael J,,1-Jan,,Waymo LLC,,,6.2422533,
checked,,484,,,,,,,US 12244485 B1,3/4/2025,88068076,20,Methods and apparatus for monitoring a sensor validator,B60W50/14;H04L43/065;B60W60/005;B60W50/029;B60W60/001;B60W50/0205;H04L67/12;B60W50/045;H04L43/50,B60W2050/0292;H04L43/08;B60W2050/0295;B60W2420/403;H04L43/16;B60W2050/146;B60W2420/408;B60W2050/0297;B60W2050/0215,Ivanchenko; Volodymyr et al.,Waymo LLC,18/450743,8/16/2023,Serrao; Ranodhi,,1-Jan,,Waymo LLC,,,6.34929,
checked,1,485,,,,,,,US 12241996 B1,3/4/2025,94775858,30,Antenna array calibration for vehicle radar systems,G01S7/415;G01S7/4021;G01S7/4017;G01S7/4091;G01S7/412;G01S7/40;G01S13/931;G01S7/4026,,Fan; Ryan et al.,Waymo LLC,17/375707,7/14/2021,Moore; Whitney,,1-Jan,,Waymo LLC,,,6.1053915,
checked,,486,,,,,,,US 20250078531 A1,3/6/2025,92538842,36,IMPLEMENTING AUTONOMOUS VEHICLE LANE UNDERSTANDING SYSTEMS USING FILTER-BASED LANE TRACKING,G06V10/80;G06V10/82;B60W60/001;G01S13/89;G06V10/764;G06V20/588,B60W2552/53;B60W2420/408,Yan; Hang et al.,,18/242928,9/6/2023,,,1-Jan,,Waymo LLC,,,6.502041,
checked,,487,,,,,,,US 20250080872 A1,3/6/2025,92632716,36,3D ToF Vision System,G01S17/894;H10F39/8053;H04N25/78;G01S17/86;H10F39/809;H04N25/131;H04N25/705;H04N25/13;H04N25/79,G06V10/82,Dharia; Nirav Shailesh kumar et al.,,18/819678,8/29/2024,,,1-Jan,,Waymo LLC,,,6.8649855,
